name	individual	cohort	from	accession ID	genome_completion	genome_redundancy	num_splits	total length	t_phylum	t_class	t_order	t_family	t_genus	t_species	contigs_db_path
HMP_9685_SRS019685_bin.31	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	94.37	1.41	176	3238016	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter laneus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.31.db
HMP_9685_SRS019685_bin.40	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	95.77	5.63	157	2585419	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.40.db
HMP_9685_SRS019685_bin.41	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	87.32	22.54	226	4053090	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola massiliensis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.41.db
HMP_9685_SRS019685_bin.42	HMP_9685	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019685	91.55	8.45	380	2384552	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019685__bin.42.db
HMP_9968_SRS019968_bin.10	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	90.14	0.00	291	2584093	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.10.db
HMP_9968_SRS019968_bin.11	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	74.65	2.82	157	3220689	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.11.db
HMP_9968_SRS019968_bin.12	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	100.00	4.23	233	4728768	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.12.db
HMP_9968_SRS019968_bin.15	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	100.00	1.41	153	3211018	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.15.db
HMP_9968_SRS019968_bin.18	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	92.96	0.00	146	3115044	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.18.db
HMP_9968_SRS019968_bin.24	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	70.42	2.82	359	1459300	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	CAG-83 sp000435975	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.24.db
HMP_9968_SRS019968_bin.38	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	98.59	5.63	123	2684113	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.38.db
HMP_9968_SRS019968_bin.6	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	91.55	0.00	98	2198047	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.6.db
HMP_9968_SRS019968_bin.9	HMP_9968	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS019968	95.77	0.00	94	2008673	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS019968__bin.9.db
FMT_LOW_FITNESS_KC_MAG_00002	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	95.77	1.41	94	2063211	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	UMGS743	UMGS743 sp900545085	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00002.db
FMT_LOW_FITNESS_KC_MAG_00017	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	94.37	1.41	71	1479470	Firmicutes	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp003539625	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00017.db
FMT_LOW_FITNESS_KC_MAG_00057	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	100.00	4.23	145	2580127	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp900544975	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00057.db
FMT_LOW_FITNESS_KC_MAG_00062	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	95.77	4.23	150	2613394	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00062.db
FMT_LOW_FITNESS_KC_MAG_00073	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	88.73	2.82	77	1372167	Firmicutes	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp000433135	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00073.db
FMT_LOW_FITNESS_KC_MAG_00079	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	88.73	2.82	66	1350954	Firmicutes	None	None	None	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00079.db
FMT_LOW_FITNESS_KC_MAG_00082	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	87.32	1.41	79	1404804	Firmicutes	Clostridia	TANB77	CAG-508	UMGS1663	UMGS1663 sp900553865	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00082.db
FMT_LOW_FITNESS_KC_MAG_00091	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	90.14	0.00	78	1456651	Firmicutes	Bacilli	RF39	CAG-302	CAG-302	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00091.db
FMT_LOW_FITNESS_KC_MAG_00093	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	91.55	2.82	146	1349875	Firmicutes	Clostridia	Oscillospirales	None	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00093.db
FMT_LOW_FITNESS_KC_MAG_00097	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	87.32	2.82	89	1461749	Firmicutes	Bacilli	RF39	CAG-611	CAG-988	CAG-988 sp003149915	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00097.db
FMT_LOW_FITNESS_KC_MAG_00099	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	88.73	0.00	82	1557110	Firmicutes	Clostridia	TANB77	CAG-508	UMGS1864	UMGS1864 sp900555835	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00099.db
FMT_LOW_FITNESS_KC_MAG_00100	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	88.73	1.41	54	1141313	Firmicutes	Bacilli	RF39	CAG-1000	CAG-460	CAG-460 sp900544625	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00100.db
FMT_LOW_FITNESS_KC_MAG_00106	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	83.10	0.00	70	1221733	Firmicutes	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp003534295	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00106.db
FMT_LOW_FITNESS_KC_MAG_00118	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	88.73	1.41	83	1188842	Firmicutes	Bacilli	RF39	CAG-822	UBA5026	UBA5026 sp900552335	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00118.db
FMT_LOW_FITNESS_KC_MAG_00121	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	92.96	0.00	124	2581615	Firmicutes	Clostridia	Monoglobales	UBA9506	UBA9506	UBA9506 sp003506415	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00121.db
FMT_LOW_FITNESS_KC_MAG_00122	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	88.73	7.04	92	1417808	Firmicutes	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000431335	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00122.db
FMT_LOW_FITNESS_KC_MAG_00129	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	88.73	0.00	72	1217170	Firmicutes	Bacilli	RF39	CAG-302	CAG-302	CAG-302 sp001916775	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00129.db
FMT_LOW_FITNESS_KC_MAG_00130	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	85.92	1.41	71	1203904	Firmicutes	Bacilli	RF39	CAG-302	CAG-302	CAG-302 sp000431795	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00130.db
FMT_LOW_FITNESS_KC_MAG_00143	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	85.92	7.04	148	2702075	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00143.db
FMT_LOW_FITNESS_KC_MAG_00157	FMT_LOW_FITNESS	FMT_LOW_FITNESS	This study	This study	67.61	2.82	98	1520252	Firmicutes	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000435535	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_LOW_FITNESS_KC_MAG_00157.db
FMT_HIG_FITNESS_KC_MAG_00007	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	100.00	1.41	109	2403692	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00007.db
FMT_HIG_FITNESS_KC_MAG_00022	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	97.18	1.41	128	2666663	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00022.db
FMT_HIG_FITNESS_KC_MAG_00051	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	100.00	5.63	153	2522371	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	Bariatricus comes	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00051.db
FMT_HIG_FITNESS_KC_MAG_00055	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	100.00	4.23	221	4436524	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00055.db
FMT_HIG_FITNESS_KC_MAG_00061	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	95.77	0.00	330	2455379	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00061.db
FMT_HIG_FITNESS_KC_MAG_00080	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	97.18	4.23	211	3278451	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	KLE1615 sp900066985	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00080.db
FMT_HIG_FITNESS_KC_MAG_00101	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	92.96	4.23	157	2478957	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter welbionis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00101.db
FMT_HIG_FITNESS_KC_MAG_00110	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	92.96	7.04	180	2859117	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00110.db
FMT_HIG_FITNESS_KC_MAG_00116	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	94.37	5.63	244	2295247	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00116.db
FMT_HIG_FITNESS_KC_MAG_00120	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	95.77	2.82	306	2724909	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00120.db
FMT_HIG_FITNESS_KC_MAG_00126	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	87.32	4.23	132	2819584	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000437735	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00126.db
FMT_HIG_FITNESS_KC_MAG_00137	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	84.51	1.41	136	2457923	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00137.db
FMT_HIG_FITNESS_KC_MAG_00145	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	87.32	0.00	301	2116995	Firmicutes	Clostridia	Monoglobales	UBA1381	CAG-41	CAG-41 sp900066215	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00145.db
FMT_HIG_FITNESS_KC_MAG_00147	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	81.69	5.63	155	2587328	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00147.db
FMT_HIG_FITNESS_KC_MAG_00151	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	85.92	1.41	220	4566676	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00151.db
FMT_HIG_FITNESS_KC_MAG_00155	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	76.06	2.82	256	2880418	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00155.db
FMT_HIG_FITNESS_KC_MAG_00161	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	78.87	0.00	190	2340021	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea formicigenerans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00161.db
FMT_HIG_FITNESS_KC_MAG_00162	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	80.28	0.00	416	2764749	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900066165	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00162.db
FMT_HIG_FITNESS_KC_MAG_00176	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	69.01	0.00	265	1661222	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00176.db
FMT_HIG_FITNESS_KC_MAG_00178	FMT_HIGH_FITNESS	FMT_HIGH_FITNESS	This study	This study	66.20	7.04	285	4207877	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/FMT_HIG_FITNESS_KC_MAG_00178.db
CHORNS_G01_MAG_00001	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	104	2134149	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00001.db
CHORNS_G01_MAG_00002	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	0.00	114	2120865	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00002.db
CHORNS_G01_MAG_00003	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	0.00	144	2970797	Firmicutes	Clostridia	Monoglobales	UBA1381	CAG-41	CAG-41 sp900066215	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00003.db
CHORNS_G01_MAG_00004	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	0.00	145	2831556	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00004.db
CHORNS_G01_MAG_00005	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	5.63	169	3008545	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00005.db
CHORNS_G01_MAG_00006	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	105	2287329	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00006.db
CHORNS_G01_MAG_00007	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	7.04	191	3230937	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00007.db
CHORNS_G01_MAG_00008	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	1.41	160	3063842	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	Absiella sp000163515	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00008.db
CHORNS_G01_MAG_00009	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	0.00	227	3813518	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp002161285	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00009.db
CHORNS_G01_MAG_00010	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	4.23	162	2734493	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00010.db
CHORNS_G01_MAG_00011	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	1.41	192	2571704	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00011.db
CHORNS_G01_MAG_00012	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	4.23	153	2700534	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00012.db
CHORNS_G01_MAG_00013	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	2.82	171	3188051	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena gnavus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00013.db
CHORNS_G01_MAG_00014	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	0.00	189	3053150	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium ramulus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00014.db
CHORNS_G01_MAG_00015	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	98.59	1.41	147	3086585	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea faecis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00015.db
CHORNS_G01_MAG_00016	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	0.00	250	3351379	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena faecis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00016.db
CHORNS_G01_MAG_00017	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	97.18	1.41	132	2584217	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp000433215	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00017.db
CHORNS_G01_MAG_00018	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	100.00	7.04	262	3808765	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia wexlerae	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00018.db
CHORNS_G01_MAG_00019	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	5.63	304	3258308	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00019.db
CHORNS_G01_MAG_00020	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	5.63	160	2621152	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00020.db
CHORNS_G01_MAG_00021	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	94.37	2.82	202	2448259	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1417	UBA1417 sp002305575	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00021.db
CHORNS_G01_MAG_00022	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	2.82	218	2415173	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium sp000435295	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00022.db
CHORNS_G01_MAG_00023	G01	CROHNS	Quince et al (doi:10.1038/ajg.2015.357)	PRJEB7576	95.77	7.04	205	3596622	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000433815	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/CHORNS_G01_MAG_00023.db
